Title,UrlName,Summary,Language,IsVisibleInPkb,IsVisibleInCsp,IsVisibleInPrm
"Setting Up a Delegated Admin","setting-up-a-delegated-admin","<p>Owners can grant a trusted teammate Admin-level access without making them a full Admin across every setting, using a delegated admin scope:</p><ol><li>Go to Team Directory > Roles & Permissions.</li><li>Select Add Delegated Admin.</li><li>Choose the specific areas they can manage (user management only, integrations only, or a custom combination).</li><li>Assign the scope to the chosen user.</li><li>They'll see only the delegated sections in Workspace Settings — everything else remains hidden from their view.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding Seats vs. Guests","understanding-seats-vs-guests","<p>A seat is consumed by any Owner, Admin, or Member — these count toward your plan's billed user total. A Guest, by contrast, is an external collaborator with view/comment access to specific shared projects only, and does not consume a seat or count toward billing regardless of how many guests you invite. This distinction lets you collaborate with clients or contractors on specific projects without increasing your subscription cost.</p>","en_US","TRUE","TRUE","FALSE"
"Renaming Your Workspace","renaming-your-workspace","<p>Go to Workspace Settings > General > Workspace Name to rename your workspace. The new name updates immediately across the app, in emails sent to your team, and in the browser tab title. Renaming does not change your workspace's unique URL/subdomain; that requires a separate request through Support since it affects bookmarked links, SSO configuration, and any integrations pointing at the old subdomain.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Workspace-Level Default Time Zone","setting-workspace-level-default-time-zone","<p>Go to Workspace Settings > General > Default Time Zone to set the time zone new users are assigned automatically, used for due dates, calendar sync, and scheduled automations until an individual changes their own profile time zone. Existing users' individually-set time zones are not affected by changing the workspace default; this setting only applies going forward to new members who haven't yet set a personal preference.</p>","en_US","TRUE","TRUE","FALSE"
"Managing Notification Preferences","managing-notification-preferences","<p>Go to Account Settings > Notifications to control which events trigger an email, an in-app notification, or a mobile push — task assignments, @mentions, due-date reminders, comment replies, and project status changes can each be configured independently. A Do Not Disturb schedule can also be set to pause non-urgent notifications outside working hours; @mentions can be exempted from Do Not Disturb individually if you still want to be reachable for direct call-outs.</p>","en_US","TRUE","TRUE","FALSE"
"Linking a Google or Microsoft Account for Login","linking-a-google-or-microsoft-account-for-login","<p>Instead of a Nimbus Workspace password, you can sign in using an existing Google or Microsoft account:</p><ol><li>Go to Account Settings > Security > Linked Accounts.</li><li>Select Link next to Google or Microsoft.</li><li>Complete the provider's standard OAuth consent screen.</li><li>Confirm the link — you can now sign in using either your password or the linked account.</li><li>Unlinking is available from the same screen, provided you've set a Nimbus Workspace password as a fallback first.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding the Team Directory","understanding-the-team-directory","<p>Team Directory is the central admin view of every user in your workspace, showing their role, status (active, deactivated, pending invite), last login, and project memberships. Admins can filter by role or status, bulk-select users for actions like role changes or deactivation, and export the full directory to CSV for HR or audit purposes. It's also where custom roles, guest access, and pending invitations are managed from a single place.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Departments or Groups","setting-up-departments-or-groups","<p>Business and Enterprise plans support organizing users into Departments or Groups for easier bulk management and reporting:</p><ol><li>Go to Team Directory > Departments.</li><li>Click Create Department and name it (e.g., Engineering, Sales).</li><li>Add existing users to the department individually or via bulk CSV upload.</li><li>Optionally assign a department lead who can manage membership.</li><li>Use departments as a filter in reports, cost-center billing, and bulk actions like project assignment.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Exporting a List of Active Users","exporting-a-list-of-active-users","<p>Go to Team Directory, apply any filters you want (role, status, department), and click Export CSV in the top right. The export includes name, email, role, status, last login date, and department, useful for HR audits, license reconciliation, or security reviews. Exports reflect a point-in-time snapshot; scheduled recurring exports (daily or weekly, delivered by email) are available on Business and Enterprise plans under Reports > Scheduled Exports.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Inactive User Cleanup Policy","understanding-inactive-user-cleanup-policy","<p>Users who haven't logged in for 180 consecutive days are flagged as Inactive in the Team Directory (with a visible badge) but are not automatically deactivated or removed — this is informational only, to help Admins identify stale seats worth reclaiming. Enterprise plans can opt into an automated policy that deactivates (not deletes) users past a configurable inactivity threshold, freeing their seat automatically, with a notification sent to Admins before each automated deactivation.</p>","en_US","TRUE","TRUE","FALSE"
"Custom Roles vs. Standard Roles","custom-roles-vs-standard-roles","<p>Standard roles (Owner, Admin, Member, Guest) come with a fixed, non-editable set of permissions and are available on every plan. Custom roles (Business and Enterprise only) let you combine individual permissions — such as ""can manage integrations"" or ""can view billing"" — into a role tailored to your team's structure, without granting full Admin access. A user can only hold one role at a time, whether standard or custom.</p>","en_US","TRUE","TRUE","FALSE"
"Managing Biometric Login on Mobile","managing-biometric-login-on-mobile","<p>The Nimbus Workspace mobile app supports Face ID and fingerprint unlock as a convenience layer on top of your existing login session — it does not replace your password or 2FA, it simply re-authenticates a device that's already signed in without retyping credentials each time. Enable it under the mobile app's Settings > Security > Biometric Unlock. If biometric authentication fails repeatedly, the app falls back to requiring your password.</p>","en_US","TRUE","TRUE","FALSE"
"Closing Your Nimbus Workspace Account","closing-your-nimbus-workspace-account","<p>Closing your entire workspace (not just cancelling a subscription) permanently deletes all projects, tasks, files, and user accounts and cannot be undone. Only the Owner can initiate this:</p><ol><li>Go to Workspace Settings > General > Close Workspace.</li><li>Read the data-loss warning carefully — this is distinct from cancelling a paid plan, which retains data for 90 days.</li><li>Type the workspace name to confirm intent.</li><li>Confirm closure.</li><li>Data is queued for permanent deletion within 30 days, consistent with our standard data retention policy for closed accounts.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Creating Your First Workspace","creating-your-first-workspace","<p>To set up your first Nimbus Workspace:</p><ol><li>Sign up at nimbusworkspace.com with your email address.</li><li>Verify your email via the link sent to your inbox.</li><li>Name your workspace (this becomes your workspace URL, e.g., yourcompany.nimbusworkspace.com).</li><li>Choose a starting template or begin from a blank workspace.</li><li>Invite your first teammates — you can always add more later from Team Directory.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Creating Projects from Templates","creating-projects-from-templates","<p>To start a new project from a template instead of blank:</p><ol><li>Click New Project from any workspace view.</li><li>Select Browse Templates.</li><li>Choose a category (Marketing, Engineering, Product Launch, Events, etc.) or search by keyword.</li><li>Preview the template's included task lists, custom fields, and views.</li><li>Click Use This Template — a new project is created pre-populated with the template's structure, ready to customize.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Understanding Workspaces vs. Projects vs. Boards","understanding-workspaces-vs-projects-vs-boards","<p>A Workspace is your organization's entire account — all users, projects, and billing live under one workspace. A Project is a defined body of work with its own tasks, timeline, and team (e.g., ""Q3 Website Redesign""). A Board is simply one way of viewing a project's tasks (Kanban-style columns); the same project's tasks can also be viewed as a List, Calendar, or Gantt chart — the underlying tasks are identical across all views, only the presentation changes.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up a Kanban Board","setting-up-a-kanban-board","<p>Every project defaults to a List view, but you can add a Board view:</p><ol><li>Open the project and click Add View.</li><li>Select Board.</li><li>Define your columns (commonly To Do, In Progress, Review, Done) — these map to the task's Status field.</li><li>Drag existing tasks into the appropriate column, or create new tasks directly on the board.</li><li>Reorder columns by dragging their headers; changes to the board don't affect the List or Gantt views of the same tasks.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Switching Between List, Board, and Gantt Views","switching-between-list-board-and-gantt-views","<p>Every project can display its tasks in multiple views simultaneously — List, Board (Kanban), Calendar, and Gantt — accessible from the view tabs at the top of the project. Switching views doesn't change or duplicate your data; it's the same underlying set of tasks rendered differently. Any filter or sort you apply in one view is view-specific and doesn't carry over automatically to the others unless saved as a Saved View.</p>","en_US","TRUE","TRUE","FALSE"
"Creating and Assigning Tasks","creating-and-assigning-tasks","<p>Click + New Task from any project view, enter a task name, and press Enter to create it instantly — additional details (assignee, due date, description, attachments) can be added by clicking into the task afterward. To assign it, click the assignee field and select a teammate from the project's member list; assigning a task automatically adds that person to the project if they weren't already a member, and triggers an assignment notification.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Task Dependencies","setting-task-dependencies","<p>To make one task wait on another:</p><ol><li>Open the task that should be blocked.</li><li>Click Add Dependency.</li><li>Select Blocked By and choose the prerequisite task.</li><li>Save — the dependent task's due date will show a warning if it's scheduled before the prerequisite's due date.</li><li>On the Gantt view, dependencies are shown as connecting lines between tasks, and shifting a prerequisite's date will prompt you to shift dependent tasks accordingly.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Creating Subtasks","creating-subtasks","<p>To break a task into smaller steps, open the parent task and click Add Subtask, then enter a name — subtasks appear as a checklist within the parent task and can each have their own assignee and due date. Completing all subtasks does not automatically complete the parent task; the parent must still be marked done explicitly, since a parent task can represent more than just the sum of its subtasks (e.g., a final review step).</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Recurring Tasks","setting-up-recurring-tasks","<p>To make a task repeat automatically:</p><ol><li>Open the task and click the due date field.</li><li>Select Make Recurring.</li><li>Choose a frequency (daily, weekly, monthly, or a custom interval).</li><li>Choose whether the next occurrence is created when the current one is marked done, or on a fixed schedule regardless of completion.</li><li>Save — a new instance of the task generates automatically according to your chosen rule, keeping the same assignee, description, and subtasks as a copy.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Using Milestones to Track Progress","using-milestones-to-track-progress","<p>Milestones mark significant checkpoints in a project's timeline without being an actionable task themselves — for example, ""Beta Launch"" or ""Contract Signed."" Add one from the Gantt view by clicking Add Milestone and setting its date; milestones appear as a diamond marker distinct from regular task bars. Milestones can have dependencies just like tasks, so you can require several tasks to complete before a milestone is considered reached.</p>","en_US","TRUE","TRUE","FALSE"
"Customizing Task Fields","customizing-task-fields","<p>Beyond the default fields (assignee, due date, status, priority), you can show or hide fields per project view by clicking the Fields icon and toggling visibility — this only affects what's displayed, not the underlying data, so hidden fields retain their values and can be re-shown anytime. Reordering fields in this menu also changes their column order in List view and their order on the task detail panel.</p>","en_US","TRUE","TRUE","FALSE"
"Creating a Custom Field","creating-a-custom-field","<p>To add a field beyond the built-in ones:</p><ol><li>Go to the project's Settings > Fields.</li><li>Click Add Custom Field.</li><li>Choose a field type (Text, Number, Dropdown, Date, Checkbox, or Person).</li><li>Name the field and, for Dropdown fields, define the selectable options.</li><li>Save — the field is now available on every task in this project, and can optionally be applied workspace-wide from the same menu if you want it available in all projects.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Setting Up Project Templates","setting-up-project-templates","<p>To turn an existing project into a reusable template:</p><ol><li>Open the project and go to Project Settings.</li><li>Select Save as Template.</li><li>Choose whether to include existing task assignees and due dates, or reset them for a clean template.</li><li>Name the template and select a category for the template gallery.</li><li>Save — the template is now available to your whole workspace under Browse Templates > My Workspace Templates.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Duplicating a Project","duplicating-a-project","<p>To copy an existing project rather than starting from a template, open the project, click the (···) menu, and select Duplicate Project. Choose whether to carry over task assignees, due dates, comments, and attachments, or reset each independently — for example, keeping the task structure but clearing due dates for a project you're reusing on a new timeline. The duplicate is created as a new project and does not affect the original in any way.</p>","en_US","TRUE","TRUE","FALSE"
"Archiving a Completed Project","archiving-a-completed-project","<p>Archiving removes a project from your active project list without deleting it — its tasks, comments, and files remain fully intact and searchable. Open the project, click the (···) menu, and select Archive Project. Archived projects can be restored at any time from Workspace Settings > Archived Projects, or filtered into view from the main project list using the Show Archived toggle.</p>","en_US","TRUE","TRUE","FALSE"
"Restoring an Archived Project","restoring-an-archived-project","<p>To bring an archived project back into your active list, go to Workspace Settings > Archived Projects, find the project (searchable by name), and click Restore. The project reappears in the main project list exactly as it was when archived, including all tasks, comments, and views — nothing needs to be reconfigured. There's no limit to how long a project can remain archived before restoration.</p>","en_US","TRUE","TRUE","FALSE"
"Deleting a Project","deleting-a-project","<p>Deleting a project (distinct from archiving) permanently removes all its tasks, comments, and attachments after a 30-day recovery window. Only Admins and the Project Owner can delete a project, and a confirmation dialog requires typing the project name to proceed. During the 30-day window, a deleted project can be recovered from Workspace Settings > Trash; after 30 days, it's purged permanently and cannot be recovered by Support.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Project Start and Due Dates","setting-project-start-and-due-dates","<p>Go to Project Settings > Timeline to set an overall project start and due date, shown at the top of the Gantt view and used in portfolio-level reporting to flag at-risk projects. Individual task due dates are independent of the project-level dates and are not automatically constrained by them — setting a project due date doesn't prevent a task from having a later date, though the Gantt view will visually flag tasks that extend past the project's end date.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Workload View","understanding-workload-view","<p>Workload view shows each team member's assigned tasks across all their projects in a single timeline, color-coded by how many hours or tasks are scheduled per day relative to their configured capacity, helping spot over-allocation before it becomes a bottleneck. Access it from the workspace-level navigation (not inside a single project) under Team > Workload. Capacity per person (hours/day) can be configured individually under their profile in Team Directory.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Automations (If This, Then That)","setting-up-automations-if-this-then-that","<p>Automations let a trigger event automatically perform an action without manual steps. To create one:</p><ol><li>Go to Project Settings > Automations.</li><li>Click Create Automation.</li><li>Choose a trigger (e.g., ""Status changes to Done"").</li><li>Choose an action (e.g., ""Notify project owner"" or ""Move to archive list"").</li><li>Save and enable the automation — it applies to all tasks in the project going forward, not retroactively to existing tasks.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Creating a Custom Automation Rule","creating-a-custom-automation-rule","<p>Beyond the built-in automation templates, you can build a fully custom rule:</p><ol><li>Go to Project Settings > Automations > Create Custom Rule.</li><li>Define one or more trigger conditions (field changes, due date approaching, comment added).</li><li>Add one or more resulting actions, executed in order.</li><li>Optionally add a condition branch (if/else) so different actions fire depending on a field's value.</li><li>Test the rule using the built-in preview before enabling it live, to confirm it fires as expected.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Using Tags and Labels","using-tags-and-labels","<p>Tags are freeform labels you can attach to any task for cross-cutting organization that doesn't fit neatly into project or status structure — for example, ""urgent,"" ""client-facing,"" or ""needs-design."" Add a tag from the task detail panel's Tags field; typing a new tag name creates it workspace-wide for reuse. Tasks can be filtered by tag in any view, and a single task can carry multiple tags simultaneously.</p>","en_US","TRUE","TRUE","FALSE"
"Filtering and Sorting Tasks","filtering-and-sorting-tasks","<p>Every view supports filtering by assignee, due date range, status, priority, tag, or any custom field, accessible from the Filter icon above the task list. Multiple filters combine with AND logic by default. Sorting is set independently from filtering, via the Sort icon, and supports sorting by due date, priority, creation date, or alphabetically by task name, in ascending or descending order.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Saved Views","setting-up-saved-views","<p>A Saved View captures a specific combination of filters, sort order, and view type (List, Board, etc.) so you don't have to reconfigure it each time. After setting up your filters and sort, click Save as View and give it a name — it now appears as a tab alongside the default views for that project. Saved Views can be marked private (visible only to you) or shared with the whole project team.</p>","en_US","TRUE","TRUE","FALSE"
"Sharing a Project with External Guests","sharing-a-project-with-external-guests","<p>To give an external collaborator access without adding them as a full workspace user:</p><ol><li>Open the project and click Share.</li><li>Enter their email address.</li><li>Select Guest as the access level (view and comment only).</li><li>Optionally restrict which views or fields are visible to guests.</li><li>Send the invite — the guest receives a link to view the shared project without needing a paid seat.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Setting Project-Level Permissions","setting-project-level-permissions","<p>Beyond workspace-level roles, individual projects can restrict who can edit versus only view within that specific project, under Project Settings > Permissions. This is useful for sensitive projects (e.g., a compensation planning project) where you want most workspace Members to have no visibility at all, overriding the default that all Members can see all projects. Project-level restrictions never grant more access than a user's workspace-level role allows, only less.</p>","en_US","TRUE","TRUE","FALSE"
"Using the Calendar View","using-the-calendar-view","<p>Calendar view displays tasks by due date in a monthly, weekly, or daily grid, useful for spotting scheduling conflicts and workload clustering. Tasks without a due date don't appear in Calendar view by default, but can be surfaced in an ""Unscheduled"" sidebar for drag-and-drop scheduling directly onto a date. Calendar view respects the same filters (assignee, tag, status) available in List and Board views.</p>","en_US","TRUE","TRUE","FALSE"
"Syncing Nimbus Workspace with Google Calendar","syncing-nimbus-workspace-with-google-calendar","<p>To sync task due dates with your personal Google Calendar:</p><ol><li>Go to Account Settings > Integrations > Google Calendar.</li><li>Click Connect and complete Google's OAuth consent screen.</li><li>Choose which projects' tasks should sync (all projects, or a selected subset).</li><li>Choose sync direction: one-way (Nimbus Workspace to Google Calendar) or two-way if you also want date changes made in Google Calendar reflected back.</li><li>Save — synced tasks appear as calendar events, refreshing automatically every 15 minutes.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Using Time Tracking on Tasks","using-time-tracking-on-tasks","<p>To log time against a task, open it and click the Timer icon to start a live timer, or use Log Time Manually to enter a duration after the fact. Time entries can be tagged as billable or non-billable (Business and Enterprise plans), which feeds into the Time Report for client invoicing or capacity planning. Timers persist across page reloads and continue running until manually stopped, even if you navigate away from the task.</p>","en_US","TRUE","TRUE","FALSE"
"Generating a Project Status Report","generating-a-project-status-report","<p>Go to a project's Reports tab and select Status Report to generate a summary of completed vs. remaining tasks, overdue items, and upcoming milestones, formatted for sharing with stakeholders outside the day-to-day project team. Reports can be generated on demand or scheduled to auto-generate and email to a distribution list weekly or monthly. Scheduled reports are a Business and Enterprise feature; on-demand reports are available on all paid plans.</p>","en_US","TRUE","TRUE","FALSE"
"Exporting a Project as PDF","exporting-a-project-as-pdf","<p>To export a shareable snapshot of a project:</p><ol><li>Open the project and click the (···) menu.</li><li>Select Export > PDF.</li><li>Choose which view to export (List, Board, or Gantt) — the PDF renders that view's current layout.</li><li>Choose whether to include comments and attachments references.</li><li>Click Generate — the PDF downloads once rendering completes, typically within a few seconds for projects under 500 tasks.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Exporting a Project as CSV","exporting-a-project-as-csv","<p>To export raw task data for spreadsheet analysis or backup:</p><ol><li>Open the project and click the (···) menu.</li><li>Select Export > CSV.</li><li>Choose which fields to include (all fields is the default).</li><li>Choose whether to include archived/completed tasks.</li><li>Click Export — a CSV file downloads with one row per task, including custom fields as additional columns.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Setting Up Portfolios (Grouping Projects)","setting-up-portfolios-grouping-projects","<p>Portfolios (Business and Enterprise) group related projects for roll-up reporting — for example, all projects under a single product launch. Go to workspace-level navigation > Portfolios > Create Portfolio, name it, and add existing projects to it. Portfolio view shows an aggregated timeline and status across all included projects, useful for leadership visibility without opening each project individually. A project can belong to more than one portfolio simultaneously.</p>","en_US","TRUE","TRUE","FALSE"
"Using the Template Gallery","using-the-template-gallery","<p>The Template Gallery (accessible from New Project > Browse Templates) includes both Nimbus Workspace's built-in templates across common categories and any custom templates your own workspace has saved. Templates can be previewed before use, showing their default task lists, custom fields, and views. Business and Enterprise plans can also publish templates to a shared internal gallery visible only within your organization, separate from the public built-in set.</p>","en_US","TRUE","TRUE","FALSE"
"Importing a Project from Asana","importing-a-project-from-asana","<p>To migrate an existing Asana project:</p><ol><li>Go to Workspace Settings > Import > Asana.</li><li>Authorize Nimbus Workspace to access your Asana account via OAuth.</li><li>Select which Asana project(s) to import.</li><li>Map Asana custom fields to Nimbus Workspace fields, or let auto-mapping handle common field types.</li><li>Click Start Import — task names, assignees, due dates, comments, and attachments are migrated; the import can take several minutes for large projects and you'll get a completion notification.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Importing a Project from Trello","importing-a-project-from-trello","<p>To migrate an existing Trello board:</p><ol><li>Go to Workspace Settings > Import > Trello.</li><li>Authorize access via Trello's OAuth consent screen.</li><li>Select the board(s) to import — Trello lists map to Nimbus Workspace Board columns automatically.</li><li>Choose whether to import card checklists as Nimbus Workspace subtasks.</li><li>Click Start Import — cards, due dates, labels (mapped to tags), and comments are migrated into a new Nimbus Workspace project.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Setting Up Custom Statuses","setting-up-custom-statuses","<p>Beyond the default To Do / In Progress / Done statuses, you can define custom ones under Project Settings > Statuses — for example, adding ""In Review"" or ""Blocked."" Each custom status can be assigned a color and marked as a ""completion"" status (counted as done in reports) or not. Reordering statuses here also changes their left-to-right column order in Board view for that project.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding Default Task Statuses","understanding-default-task-statuses","<p>Every new project starts with three default statuses — To Do, In Progress, and Done — mapped to the standard Board columns and used in default progress reporting. These can be renamed or supplemented with custom statuses, but at least one status must always be marked as a ""completion"" status for progress percentage calculations to work correctly across List, Board, and reporting views.</p>","en_US","TRUE","TRUE","FALSE"
"Setting a Project Owner","setting-a-project-owner","<p>Every project has one designated Owner, distinct from individual task assignees — the Owner is accountable for the project overall and is the default recipient of project-level notifications like status report generation or an approaching project due date. Set or change the Owner from Project Settings > General > Project Owner; only the current Owner or a workspace Admin can reassign it.</p>","en_US","TRUE","TRUE","FALSE"
"Using @Mentions in Comments","using-mentions-in-comments","<p>Type @ followed by a teammate's name in any task comment to notify them directly, regardless of whether they're currently assigned to the task. Mentioned users receive an in-app and (per their notification preferences) email or push notification linking straight to the comment. @mentioning someone in a project they don't yet have access to will prompt you to add them to the project before the mention can be sent.</p>","en_US","TRUE","TRUE","FALSE"
"Attaching Files to Tasks","attaching-files-to-tasks","<p>Drag and drop a file directly onto a task, or click the paperclip icon in the task detail panel to browse and upload. Individual files are capped at 250MB (500MB on Enterprise); attaching a file counts against your workspace's pooled storage allowance. Files can also be attached by linking a Google Drive or Dropbox file via the respective integration, which doesn't count against your storage allowance since the file remains hosted externally.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding File Storage Limits","understanding-file-storage-limits","<p>Storage is pooled at the workspace level, not per user: Free includes 2GB, Team 50GB, Business 250GB, and Enterprise is unlimited under a fair-use policy. Storage counts files uploaded directly to Nimbus Workspace; files linked from Google Drive or Dropbox via integration don't count against your allowance since they remain hosted externally. Admins can view current usage under Workspace Settings > Storage, broken down by project.</p>","en_US","TRUE","TRUE","FALSE"
"Setting Up Dark Mode and Display Preferences","setting-up-dark-mode-and-display-preferences","<p>Go to Account Settings > Appearance to switch between Light, Dark, and System (matches your device's OS setting) themes. Display density (Comfortable or Compact) can also be set here, controlling row height and spacing in List view for users who prefer to see more tasks on screen at once. These preferences are personal and don't affect what teammates see when viewing the same project.</p>","en_US","TRUE","TRUE","FALSE"
"Connecting Nimbus Workspace to Slack","connecting-nimbus-workspace-to-slack","<p>To connect Slack:</p><ol><li>Go to Workspace Settings > Integrations > Slack.</li><li>Click Connect and authorize the Nimbus Workspace Slack app in your workspace.</li><li>Choose a default channel for workspace-wide notifications.</li><li>Optionally connect specific projects to specific channels under each project's Integrations tab.</li><li>Save — task assignments, due-date reminders, and @mentions can now post to the configured Slack channels, configurable per notification type.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Connecting Nimbus Workspace to Microsoft Teams","connecting-nimbus-workspace-to-microsoft-teams","<p>To connect Microsoft Teams:</p><ol><li>Go to Workspace Settings > Integrations > Microsoft Teams.</li><li>Click Add to Teams and select the target Team and channel.</li><li>Authorize the Nimbus Workspace app via Microsoft's consent screen.</li><li>Configure which event types (task assignments, comments, due dates) post to the channel.</li><li>Save — you can also install the companion Teams tab to view a project's Board directly inside a Teams channel without switching apps.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Connecting Nimbus Workspace to GitHub","connecting-nimbus-workspace-to-github","<p>To connect GitHub:</p><ol><li>Go to Workspace Settings > Integrations > GitHub.</li><li>Click Connect and authorize the Nimbus Workspace GitHub App on your organization or selected repositories.</li><li>Link a repository to a specific Nimbus Workspace project.</li><li>Enable Smart Commits so commit messages referencing a task ID (e.g., ""Fixes NW-142"") automatically update that task's status.</li><li>Save — pull request status changes can also be configured to update linked task status automatically.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Connecting Nimbus Workspace to Jira","connecting-nimbus-workspace-to-jira","<p>To connect Jira:</p><ol><li>Go to Workspace Settings > Integrations > Jira.</li><li>Click Connect and authenticate with your Atlassian account.</li><li>Select the Jira project(s) to link.</li><li>Configure field mapping between Jira issue fields and Nimbus Workspace task fields.</li><li>Choose one-way sync (Jira to Nimbus Workspace) or two-way sync, then save — two-way sync requires webhook configuration in Jira, detailed in the setup wizard's final step.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Connecting Nimbus Workspace to Google Drive","connecting-nimbus-workspace-to-google-drive","<p>To connect Google Drive:</p><ol><li>Go to Account Settings > Integrations > Google Drive.</li><li>Click Connect and complete Google's OAuth consent screen.</li><li>Once connected, use Attach from Google Drive on any task instead of uploading a file directly.</li><li>Linked files show a live preview and open directly in Google Drive when clicked.</li><li>Permissions on the linked file are managed in Google Drive itself — Nimbus Workspace does not change the file's sharing settings.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Connecting Nimbus Workspace to Zapier","connecting-nimbus-workspace-to-zapier","<p>To connect Zapier:</p><ol><li>Go to Workspace Settings > Integrations > Zapier, or search for ""Nimbus Workspace"" directly in Zapier's app directory.</li><li>Click Connect a New Account and enter your Nimbus Workspace API token when prompted.</li><li>Choose a trigger event (e.g., ""New Task Created"") from the Nimbus Workspace app.</li><li>Choose an action in another app (e.g., ""Create a row in Google Sheets"").</li><li>Test the Zap and turn it on — Zapier will poll or receive webhook events depending on the trigger type you selected.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Getting Started with the Nimbus Workspace API","getting-started-with-the-nimbus-workspace-api","<p>The Nimbus Workspace REST API (v2) lets you programmatically create, read, update, and delete tasks, projects, and users. Base URL is api.nimbusworkspace.com/v2/. All requests require a Bearer token (a personal access token or OAuth app token) in the Authorization header and return JSON. Full endpoint documentation, including request/response schemas, is available at developers.nimbusworkspace.com. Rate limits apply per token — see the API Rate Limits & Quotas article for details.</p>","en_US","TRUE","TRUE","FALSE"
"Generating a Personal Access Token","generating-a-personal-access-token","<p>To create a token for scripts or personal API use:</p><ol><li>Go to Account Settings > Developer > Personal Access Tokens.</li><li>Click Generate New Token.</li><li>Name the token descriptively (e.g., ""Reporting Script"") and select its scopes (read-only, or read/write).</li><li>Set an optional expiration date, or choose Never Expires.</li><li>Copy the token immediately — it's shown only once and cannot be retrieved again after leaving the page.</li></ol>","en_US","TRUE","TRUE","FALSE"
"Creating an OAuth App","creating-an-oauth-app","<p>For integrations serving multiple users, register an OAuth app instead of using a personal token:</p><ol><li>Go to Workspace Settings > Developer > OAuth Apps.</li><li>Click Register New App.</li><li>Enter the app name, redirect URI, and requested scopes.</li><li>Save to receive a Client ID and Client Secret.</li><li>Implement the standard OAuth 2.0 authorization code flow using these credentials — the Client Secret should never be embedded in client-side code.</li></ol>","en_US","TRUE","TRUE","FALSE"
"API Rate Limits & Quotas","api-rate-limits-and-quotas","<p>Standard API tokens are limited to 100 requests per minute; Enterprise single-tenant API keys are limited to 500 requests per minute. Exceeding your limit returns an HTTP 429 response with a Retry-After header indicating how many seconds to wait before retrying. Rate limits are tracked per token, not per workspace, so multiple integrations using separate tokens have independent quotas. Sustained 429 responses on an Enterprise account after one retry typically indicate a need for a higher negotiated limit — contact Integration Support.</p>","en_US","TRUE","TRUE","FALSE"
"Getting 429 Errors from the API","getting-429-errors-from-the-api","<p>A 429 response means you've exceeded your token's rate limit (100 requests/minute standard, 500/minute Enterprise). Check the Retry-After header returned with the error — it tells you exactly how many seconds to wait. Common causes include polling an endpoint too frequently instead of using webhooks for real-time updates, or running parallel scripts that share the same token. Switching high-frequency polling integrations to webhook-based triggers is the most effective fix, since webhooks don't count against your rate limit the way polling requests do.</p>","en_US","TRUE","TRUE","FALSE"
"Understanding API Pagination","understanding-api-pagination","<p>List endpoints (e.g., GET /v2/tasks) return a maximum of 100 records per page by default, up to 250 if explicitly requested via the limit parameter. Each response includes a next_cursor field in its metadata; pass that value as the cursor query parameter on your next request to retrieve the following page. A null next_cursor indicates you've reached the last page. Cursor-based pagination is used rather than page numbers because it remains stable even if records are added or removed between requests.</p>","en_US","TRUE","TRUE","FALSE"
